GIA;Код ОО;Краткое наименование ОО;Вид ОО;Тип ОО;Выпускник;Код предмета;Предмет;Вариант;Часть В;1_Часть В;2_Часть В;3_Часть В;4_Часть В;5_Часть В;6_Часть В;7_Часть В;8_Часть В;9_Часть В;10_Часть В;11_Часть В;12_Часть В;13_Часть В;14_Часть В;15_Часть В;16_Часть В;17_Часть В;18_Часть В;Часть С;1_Часть С;2_Часть С;Часть D;Первичный балл;% Оценка;Оцека по 100;Оцека по 5
1;247083;"МОУ ""СОШ № 84""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;247093;"МОУ ""СОШ № 106""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+++-+--+-+++++-+++;+;+;+;-;+;-;-;+;-;+;+;+;+;+;-;+;+;+;1(2)2(2);1;2;;16;72;0;4
1;247113;"МБОУ ""СОШ № 16""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++--+----------+-;+;+;+;-;-;+;-;-;-;-;-;-;-;-;-;-;+;-;0(2)0(2);0;0;;5;22;0;3
1;247123;"МБОУ ""СОШ № 90""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++---+++-+--------;+;+;-;-;-;+;+;+;-;+;-;-;-;-;-;-;-;-;0(2)0(2);0;0;;6;27;0;3
1;238047;"МБОУ ""СОШ № 32""";Средняя общеобразовательная школа с углубленным изучением отдельных предметов;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;++-++-+++++-++++-+;+;+;-;+;+;-;+;+;+;+;+;-;+;+;+;+;-;+;2(2)2(2);2;2;;18;81;0;5
1;238053;"МОУ ""СОШ № 12""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++-+-+-++-++-++;+;+;+;+;+;-;+;-;+;-;+;+;-;+;+;-;+;+;0(2)0(2);0;0;;13;59;0;4
1;238053;"МОУ ""СОШ № 12""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+--++-++-++--+-+++;+;-;-;+;+;-;+;+;-;+;+;-;-;+;-;+;+;+;0(2)0(2);0;0;;11;50;0;3
1;238064;"МОУ ""ООШ № 26""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;-+-++--++-++-++-+-;-;+;-;+;+;-;-;+;+;-;+;+;-;+;+;-;+;-;0(2)0(2);0;0;;10;45;0;3
1;238073;"МБОУ ""СОШ № 18""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++-+-++-++---++--;+;+;+;-;+;-;+;+;-;+;+;-;-;-;+;+;-;-;0(2)0(2);0;0;;10;45;0;3
1;238073;"МБОУ ""СОШ № 18""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++---+-++------;+;+;+;+;+;-;-;-;+;-;+;+;-;-;-;-;-;-;0(2)0(2);0;0;;8;36;0;3
1;238153;"МБОУ ""СОШ № 33""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+++-+-+++++++++-++;+;+;+;-;+;-;+;+;+;+;+;+;+;+;+;-;+;+;2(2)0(2);2;0;;17;77;0;4
1;238353;"МОУ ""СОШ ""Патриот"" с кадетскими классами""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++++++++++-+++++;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;0(2)2(2);0;2;;19;86;0;5
1;238353;"МОУ ""СОШ ""Патриот"" с кадетскими классами""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;82730;-+-++-++---+--+-+-;-;+;-;+;+;-;+;+;-;-;-;+;-;-;+;-;+;-;0(2)0(2);0;0;;8;36;0;3
1;238094;"МОУ ""ООШ с. Безымянное""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++++++-++++++++;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;242016;МОУ - Лицей № 2;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+++-+-++--++-+-++-;+;+;+;-;+;-;+;+;-;-;+;+;-;+;-;+;+;-;0(2)0(2);0;0;;11;50;0;3
1;242016;МОУ - Лицей № 2;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+-+++--++-+-++--++;+;-;+;+;+;-;-;+;+;-;+;-;+;+;-;-;+;+;0(2)0(2);0;0;;11;50;0;3
1;242016;МОУ - Лицей № 2;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+++-++-+++-+++++++;+;+;+;-;+;+;-;+;+;+;-;+;+;+;+;+;+;+;2(2)0(2);2;0;;17;77;0;4
1;242016;МОУ - Лицей № 2;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++++++++-+++++;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;242016;МОУ - Лицей № 2;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++-----++-------+;+;+;+;-;-;-;-;-;+;+;-;-;-;-;-;-;-;+;0(2)0(2);0;0;;6;27;0;3
1;242023;"МОУ ""СОШ № 7""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++--+++-++-++---;+;+;+;+;-;-;+;+;+;-;+;+;-;+;+;-;-;-;0(2)0(2);0;0;;11;50;0;3
1;242026;"МАОУ ""Лицей № 3 им. А.С.Пушкина""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++++++++++-++++++;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;242036;"МАОУ ""Лицей № 62"" Октябрьского района г. Саратова";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+-+++-+++++++++++-;+;-;+;+;+;-;+;+;+;+;+;+;+;+;+;+;+;-;2(2)2(2);2;2;;19;86;0;5
1;242043;"МОУ ""СОШ № 45""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++++-++++-+++--++;+;+;+;+;+;-;+;+;+;+;-;+;+;+;-;-;+;+;2(2)2(2);2;2;;18;81;0;5
1;242053;"МОУ ""СОШ № 82"" г. Саратова";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;------------------;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0(2)0(2);0;0;;0;0;0;2
1;242053;"МОУ ""СОШ № 82"" г. Саратова";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;-++++++----+-+++++;-;+;+;+;+;+;+;-;-;-;-;+;-;+;+;+;+;+;0(2)0(2);0;0;;12;54;0;4
1;252116;"Лицей-интернат № 6 ОАО ""РЖД""";Лицей-интернат;Общеобразовательная школа-интернат;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-++++++++-++-+++;+;+;-;+;+;+;+;+;+;+;+;-;+;+;-;+;+;+;2(2)0(2);2;0;;17;77;0;4
1;252116;"Лицей-интернат № 6 ОАО ""РЖД""";Лицей-интернат;Общеобразовательная школа-интернат;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+++++++++-++++-+++;+;+;+;+;+;+;+;+;+;-;+;+;+;+;-;+;+;+;1(2)2(2);1;2;;19;86;0;5
1;243015;"МАОУ ""Гимназия № 4""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+++-++++++++++++-+;+;+;+;-;+;+;+;+;+;+;+;+;+;+;+;+;-;+;2(2)2(2);2;2;;20;90;0;5
1;243016;"МОУ ""Лицей № 4""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++---++------+-+--;+;+;-;-;-;+;+;-;-;-;-;-;-;+;-;+;-;-;0(2)0(2);0;0;;6;27;0;3
1;243016;"МОУ ""Лицей № 4""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++++-+-++-++--+-;+;+;+;+;+;+;-;+;-;+;+;-;+;+;-;-;+;-;1(2)2(2);1;2;;15;68;0;4
1;243026;"МОУ ""Лицей прикладных наук""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++++++---++++-;+;+;+;+;+;+;+;+;+;+;-;-;-;+;+;+;+;-;1(2)2(2);1;2;;17;77;0;4
1;243026;"МОУ ""Лицей прикладных наук""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;++++++++-+++++-+++;+;+;+;+;+;+;+;+;-;+;+;+;+;+;-;+;+;+;0(2)2(2);0;2;;18;81;0;5
1;243026;"МОУ ""Лицей прикладных наук""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;1(2)2(2);1;2;;21;95;0;5
1;243033;"МОУ ""СОШ № 10""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;--+---------------;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0(2)0(2);0;0;;1;4;0;2
1;243036;"МОУ ""Лицей № 107""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++++-++--+-++--+-;+;+;+;+;+;-;+;+;-;-;+;-;+;+;-;-;+;-;1(2)0(2);1;0;;12;54;0;4
1;243036;"МОУ ""Лицей № 107""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+++----+---+-+--+-;+;+;+;-;-;-;-;+;-;-;-;+;-;+;-;-;+;-;1(2)0(2);1;0;;8;36;0;3
1;243036;"МОУ ""Лицей № 107""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;243046;"МОУ ""ГЭЛ""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;82730;++-++-+----++-+-++;+;+;-;+;+;-;+;-;-;-;-;+;+;-;+;-;+;+;0(2)0(2);0;0;;10;45;0;3
1;244013;"МОУ ""СОШ №1""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++--++++++-----+-+;+;+;-;-;+;+;+;+;+;+;-;-;-;-;-;+;-;+;0(2)0(2);0;0;;10;45;0;3
1;244015;"МАОУ ""Гимназия № 3""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++-+++++--++--++;+;+;+;+;-;+;+;+;+;+;-;-;+;+;-;-;+;+;2(2)2(2);2;2;;17;77;0;4
1;244015;"МАОУ ""Гимназия № 3""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+++-+++++++++-+-++;+;+;+;-;+;+;+;+;+;+;+;+;+;-;+;-;+;+;2(2)2(2);2;2;;19;86;0;5
1;244016;"МАОУ ""Лицей № 37""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++++++-+++++++;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;1(2)2(2);1;2;;20;90;0;5
1;244017;"МОУ ""СОШ № 18"" УИП";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++-++-+-++++-++--+;+;+;-;+;+;-;+;-;+;+;+;+;-;+;+;-;-;+;0(2)0(2);0;0;;12;54;0;4
1;244017;"МОУ ""СОШ № 18"" УИП";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;244027;"МОУ ""СОШ № 2 УИП им. В.П. Тихонова""";Средняя общеобразовательная школа с углубленным изучением отдельных предметов;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+-+-++++-++--++-+-;+;-;+;-;+;+;+;+;-;+;+;-;-;+;+;-;+;-;0(2)0(2);0;0;;11;50;0;3
1;244033;"МОУ ""СОШ № 77""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++++++-++-+---++;+;+;+;+;+;+;+;+;-;+;+;-;+;-;-;-;+;+;1(2)0(2);1;0;;14;63;0;4
1;244033;"МОУ ""СОШ № 77""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++++++-+---+-+-+;+;+;+;+;+;+;+;+;-;+;-;-;-;+;-;+;-;+;0(2)0(2);0;0;;12;54;0;4
1;244033;"МОУ ""СОШ № 77""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-++++++-+++++;+;+;+;+;+;-;+;+;+;+;+;+;-;+;+;+;+;+;2(2)1(2);2;1;;19;86;0;5
1;241036;"МАОУ ""Физико-технический лицей № 1""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;245014;"МОУ ""ООШ № 14""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+---+-+++++-++-+-+;+;-;-;-;+;-;+;+;+;+;+;-;+;+;-;+;-;+;1(2)0(2);1;0;;12;54;0;4
1;245015;"МОУ ""Гимназия № 31""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++++++++++-+++++;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;2(2)0(2);2;0;;19;86;0;5
1;245015;"МОУ ""Гимназия № 31""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++-++----+-----;+;+;+;+;+;-;+;+;-;-;-;-;+;-;-;-;-;-;0(2)0(2);0;0;;8;36;0;3
1;245015;"МОУ ""Гимназия № 31""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++-++++-++-++-++-;+;+;+;-;+;+;+;+;-;+;+;-;+;+;-;+;+;-;2(2)0(2);2;0;;15;68;0;4
1;245016;МАОУ ЛМИ;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;245016;МАОУ ЛМИ;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;245024;"МОУ ""ООШ № 17""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+--++-+---+-++--++;+;-;-;+;+;-;+;-;-;-;+;-;+;+;-;-;+;+;0(2)0(2);0;0;;9;40;0;3
1;245024;"МОУ ""ООШ № 17""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++--++++-+------++;+;+;-;-;+;+;+;+;-;+;-;-;-;-;-;-;+;+;0(2)0(2);0;0;;9;40;0;3
1;245026;"МАОУ ""Лицей ""Солярис""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;+++++-++++-+-+++++;+;+;+;+;+;-;+;+;+;+;-;+;-;+;+;+;+;+;2(2)2(2);2;2;;19;86;0;5
1;245026;"МАОУ ""Лицей ""Солярис""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+-++-+-+-+-+++--++;+;-;+;+;-;+;-;+;-;+;-;+;+;+;-;-;+;+;0(2)2(2);0;2;;13;59;0;4
1;245033;"МОУ ""СОШ № 21 им П.А. Столыпина""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;---+--+-------+---;-;-;-;+;-;-;+;-;-;-;-;-;-;-;+;-;-;-;0(2)0(2);0;0;;3;13;0;2
1;245083;"МОУ ""СОШ № 70""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++++++-++++++++;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+;0(2)0(2);0;0;;17;77;0;4
1;245103;"МОУ ""СОШ № 73""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++--+-++--+--+--+-;+;+;-;-;+;-;+;+;-;-;+;-;-;+;-;-;+;-;1(2)0(2);1;0;;9;40;0;3
1;246015;"МАОУ ""Гимназия № 87""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;-+-+--+---++-+----;-;+;-;+;-;-;+;-;-;-;+;+;-;+;-;-;-;-;0(2)0(2);0;0;;6;27;0;3
1;246015;"МАОУ ""Гимназия № 87""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++++-+++++++-++;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;-;+;+;2(2)0(2);2;0;;18;81;0;5
1;246015;"МАОУ ""Гимназия № 87""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++++++++++++-+-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;-;0(2)2(2);0;2;;18;81;0;5
1;246016;"МАОУ ""Лицей № 36"" г.Саратова";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;246023;"МОУ ""СОШ № 44""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++++++---+++++;+;+;+;+;+;+;+;+;+;+;-;-;-;+;+;+;+;+;0(2)0(2);0;0;;15;68;0;4
1;246025;"МАОУ ""Гимназия № 108""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+++++++++++--+-+++;+;+;+;+;+;+;+;+;+;+;+;-;-;+;-;+;+;+;2(2)2(2);2;2;;19;86;0;5
1;246033;"МОУ ""СОШ № 46""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+-+++-++-++--+-+++;+;-;+;+;+;-;+;+;-;+;+;-;-;+;-;+;+;+;0(2)0(2);0;0;;12;54;0;4
1;246036;"МОУ ""Лицей № 50""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-+++-++-+++++;+;+;+;+;+;-;+;+;+;-;+;+;-;+;+;+;+;+;0(2)2(2);0;2;;17;77;0;4
1;246036;"МОУ ""Лицей № 50""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++-+++++--++-+--++;+;+;-;+;+;+;+;+;-;-;+;+;-;+;-;-;+;+;0(2)2(2);0;2;;14;63;0;4
1;246036;"МОУ ""Лицей № 50""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;----+++++++--+----;-;-;-;-;+;+;+;+;+;+;+;-;-;+;-;-;-;-;1(2)0(2);1;0;;9;40;0;3
1;246103;"МОУ ""СОШ № 72""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;--+++-++++--+++++-;-;-;+;+;+;-;+;+;+;+;-;-;+;+;+;+;+;-;1(2)2(2);1;2;;15;68;0;4
1;246113;"МОУ ""СОШ № 75""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;+--+-+++----++--++;+;-;-;+;-;+;+;+;-;-;-;-;+;+;-;-;+;+;2(2)2(2);2;2;;13;59;0;4
1;246153;"МОУ ""СОШ № 94""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++++++++++++++-+++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;0(2)0(2);0;0;;17;77;0;4
1;246183;"МОУ ""СОШ № 102""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;-++++--+++-+++-+++;-;+;+;+;+;-;-;+;+;+;-;+;+;+;-;+;+;+;0(2)0(2);0;0;;13;59;0;4
1;246193;"МОУ ""СОШ №103""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;----+-+++-++++--+-;-;-;-;-;+;-;+;+;+;-;+;+;+;+;-;-;+;-;0(2)0(2);0;0;;9;40;0;3
1;246193;"МОУ ""СОШ №103""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++++-+-++++--++;+;+;+;+;+;+;+;-;+;-;+;+;+;+;-;-;+;+;1(2)2(2);1;2;;17;77;0;4
1;246193;"МОУ ""СОШ №103""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+++-++-++--++++-++;+;+;+;-;+;+;-;+;+;-;-;+;+;+;+;-;+;+;0(2)2(2);0;2;;15;68;0;4
1;246213;"МОУ ""СОШ № 57""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;-+-+--+----+----+-;-;+;-;+;-;-;+;-;-;-;-;+;-;-;-;-;+;-;0(2)0(2);0;0;;5;22;0;3
1;247013;"МОУ ""СОШ № 5""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+++-+-+++--+--++++;+;+;+;-;+;-;+;+;+;-;-;+;-;-;+;+;+;+;0(2)2(2);0;2;;14;63;0;4
1;247015;"МОУ ""ГИМНАЗИЯ № 5""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;+++++-++++-+-++-++;+;+;+;+;+;-;+;+;+;+;-;+;-;+;+;-;+;+;2(2)2(2);2;2;;18;81;0;5
1;247025;"МОУ ""ГИМНАЗИЯ № 58""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++++++-+++++++;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;247027;"МОУ ""СОШ № 59 с углубленным изучением предметов""";Средняя общеобразовательная школа с углубленным изучением отдельных предметов;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+-+-++-+-+++++++-+;+;-;+;-;+;+;-;+;-;+;+;+;+;+;+;+;-;+;0(2)0(2);0;0;;13;59;0;4
1;247043;"МОУ ""СОШ № 40""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++++++--+-++-+-;+;+;+;+;+;+;+;+;+;-;-;+;-;+;+;-;+;-;0(2)0(2);0;0;;13;59;0;4
1;247043;"МОУ ""СОШ № 40""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;----+---------+---;-;-;-;-;+;-;-;-;-;-;-;-;-;-;+;-;-;-;0(2)0(2);0;0;;2;9;0;2
1;247043;"МОУ ""СОШ № 40""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;----+-++-----++++-;-;-;-;-;+;-;+;+;-;-;-;-;-;+;+;+;+;-;0(2)0(2);0;0;;7;31;0;3
1;247053;"МОУ ""СОШ № 43""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+++++-+++-+-------;+;+;+;+;+;-;+;+;+;-;+;-;-;-;-;-;-;-;0(2)0(2);0;0;;9;40;0;3
1;247093;"МОУ ""СОШ № 106""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;-++++-++++-+-+--++;-;+;+;+;+;-;+;+;+;+;-;+;-;+;-;-;+;+;0(2)1(2);0;1;;13;59;0;4
1;247093;"МОУ ""СОШ № 106""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;-+--++-+++--++--+-;-;+;-;-;+;+;-;+;+;+;-;-;+;+;-;-;+;-;0(2)0(2);0;0;;9;40;0;3
1;247103;"МОУ ""СОШ № 22""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++++---+-++-++;+;+;+;+;+;+;+;+;-;-;-;+;-;+;+;-;+;+;0(2)0(2);0;0;;13;59;0;4
1;247133;"МОУ ""СОШ № 39""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;-++-+-++-+++-+----;-;+;+;-;+;-;+;+;-;+;+;+;-;+;-;-;-;-;0(2)0(2);0;0;;9;40;0;3
1;247133;"МОУ ""СОШ № 39""";Основная общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;-+--++-+--+----+--;-;+;-;-;+;+;-;+;-;-;+;-;-;-;-;+;-;-;0(2)0(2);0;0;;6;27;0;3
