GIA;Код ОО;Краткое наименование ОО;Вид ОО;Тип ОО;Выпускник;Код предмета;Предмет;Вариант;Часть В;1_Часть В;2_Часть В;3_Часть В;4_Часть В;5_Часть В;6_Часть В;7_Часть В;8_Часть В;9_Часть В;10_Часть В;11_Часть В;12_Часть В;13_Часть В;14_Часть В;15_Часть В;16_Часть В;17_Часть В;18_Часть В;Часть С;1_Часть С;2_Часть С;Часть D;Первичный балл;% Оценка;Оцека по 100;Оцека по 5
1;241036;"МАОУ ""Физико-технический лицей № 1""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++-+++++++++++++;+;+;+;+;-;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;245015;"МОУ ""Гимназия № 31""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;245026;"МАОУ ""Лицей ""Солярис""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-++-++++--++-+++;+;+;-;+;+;-;+;+;+;+;-;-;+;+;-;+;+;+;1(2)0(2);1;0;;14;63;0;4
1;245033;"МОУ ""СОШ № 21 им П.А. Столыпина""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++--+--++--------;+;+;+;-;-;+;-;-;+;+;-;-;-;-;-;-;-;-;0(2)0(2);0;0;;6;27;0;3
1;245033;"МОУ ""СОШ № 21 им П.А. Столыпина""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;+---++-+---+-+-+++;+;-;-;-;+;+;-;+;-;-;-;+;-;+;-;+;+;+;0(2)0(2);0;0;;9;40;0;3
1;245053;"МАОУ ""СОШ № 51""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-++++++++++++-++;+;+;-;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;2(2)0(2);2;0;;18;81;0;5
1;245053;"МАОУ ""СОШ № 51""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;++++++++++++++++++;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;22;100;0;5
1;245063;"МОУ ""СОШ № 54""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;76449;--+-------------+-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;0(2)0(2);0;0;;2;9;0;2
1;245063;"МОУ ""СОШ № 54""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++++++--++-+--+-;+;+;+;+;+;+;+;+;-;-;+;+;-;+;-;-;+;-;0(2)0(2);0;0;;12;54;0;4
1;245083;"МОУ ""СОШ № 70""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;--+--+---+--+---+-;-;-;+;-;-;+;-;-;-;+;-;-;+;-;-;-;+;-;0(2)0(2);0;0;;5;22;0;3
1;246023;"МОУ ""СОШ № 44""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;83584;++-++-++--+-------;+;+;-;+;+;-;+;+;-;-;+;-;-;-;-;-;-;-;0(2)0(2);0;0;;7;31;0;3
1;246025;"МАОУ ""Гимназия № 108""";Гимназия;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;++++++++++--++++++;+;+;+;+;+;+;+;+;+;+;-;-;+;+;+;+;+;+;0(2)0(2);0;0;;16;72;0;4
1;246026;МОУ;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;++-+-+++++--+--+-+;+;+;-;+;-;+;+;+;+;+;-;-;+;-;-;+;-;+;0(2)0(2);0;0;;11;50;0;3
1;246026;МОУ;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;80255;--+++-++-+++-+--++;-;-;+;+;+;-;+;+;-;+;+;+;-;+;-;-;+;+;0(2)0(2);0;0;;11;50;0;3
1;246026;МОУ;Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;----+++----+-++++-;-;-;-;-;+;+;+;-;-;-;-;+;-;+;+;+;+;-;0(2)0(2);0;0;;8;36;0;3
1;246033;"МОУ ""СОШ № 46""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;-+++++++-+++-+--+-;-;+;+;+;+;+;+;+;-;+;+;+;-;+;-;-;+;-;0(2)2(2);0;2;;14;63;0;4
1;246036;"МОУ ""Лицей № 50""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;73202;+-+++-++-++-+-+++-;+;-;+;+;+;-;+;+;-;+;+;-;+;-;+;+;+;-;0(2)1(2);0;1;;13;59;0;4
1;246036;"МОУ ""Лицей № 50""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+++++++++-++++++++;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;246073;"МОУ ""СОШ № 55"" Ленинского района города Саратова";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+-+++-++++-+-+++-+;+;-;+;+;+;-;+;+;+;+;-;+;-;+;+;+;-;+;0(2)0(2);0;0;;13;59;0;4
1;247123;"МБОУ ""СОШ № 90""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;82730;-+--+-++--+++---++;-;+;-;-;+;-;+;+;-;-;+;+;+;-;-;-;+;+;0(2)0(2);0;0;;9;40;0;3
1;243016;"МОУ ""Лицей № 4""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74018;+--+++++-+-+-+++--;+;-;-;+;+;+;+;+;-;+;-;+;-;+;+;+;-;-;0(2)0(2);0;0;;11;50;0;3
1;243026;"МОУ ""Лицей прикладных наук""";Лицей;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;75657;+++++++-++++++++++;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+;+;+;2(2)2(2);2;2;;21;95;0;5
1;243043;"МОУ ""СОШ № 11""";Средняя общеобразовательная школа;Общеобразовательное учреждение/организация;Выпускник общеобразовательной организации текущего года;5;Информатика;74810;---++-++++---+-++-;-;-;-;+;+;-;+;+;+;+;-;-;-;+;-;+;+;-;2(2)0(2);2;0;;11;50;0;3
